ID,Age,Experience,Income,ZIP Code,Family,h1,h2,h3,h4
1626,56,30,21,94542,2,12426,18572,43065,57048
1627,31,6,180,93108,2,12357,12661,21079,11466
1628,46,20,82,91016,3,10095,22323,25011,12021
1629,42,18,90,95064,4,10202,20058,20478,37833
1630,53,29,154,93407,4,14405,23464,23650,44286
1631,41,17,99,92096,2,14502,20195,16081,2640
1632,61,36,153,91105,1,12686,16313,31414,49289
1633,31,5,93,95032,2,10560,21453,22642,14285
1634,62,38,53,92121,1,11583,15188,27067,36132
1635,59,34,18,95814,3,10266,21667,44426,27922
1636,49,24,70,91330,1,10180,16849,33623,26834
1637,65,39,100,92122,4,14790,22740,17484,50147
1638,30,6,193,94022,3,14859,21497,38533,11702
1639,32,7,125,95133,1,11799,15505,27659,6813
1640,56,31,68,94571,2,11336,19604,38815,23937
1641,36,10,55,90009,1,14945,13599,37820,72373
1642,58,34,152,92182,4,14607,20758,32926,10725
1643,27,3,84,95814,3,11110,20155,23520,64191
1644,41,16,13,91125,2,11542,24352,25958,50203
1645,59,35,33,91355,4,12608,18510,38438,18110
1646,56,32,89,92096,4,11903,15603,19495,45079
1647,52,26,93,91745,1,12149,16710,18567,9768
1648,35,5,68,90509,4,12247,14117,18578,15027
1649,47,21,85,93106,2,11551,20598,34787,71240
1650,29,4,73,95039,1,13992,16454,29435,4408
1651,31,6,83,92131,4,13927,23699,39268,59581
1652,62,36,158,94301,2,12051,20298,41562,70879
1653,48,18,182,92626,4,12969,23637,42955,58079
1654,26,1,24,96651,2,11220,23823,28738,14029
1655,60,34,102,94305,2,13313,24654,27156,72686
1656,35,11,53,91355,3,13802,19956,25264,41111
1657,40,15,175,92646,2,12955,18076,34328,19275
1658,31,5,28,94538,3,13116,22017,25143,73570
1659,50,25,14,92037,4,12152,13200,39977,24881
1660,33,7,139,95828,1,12912,23689,38419,21483
1661,37,11,34,95747,3,13970,13626,31089,13256
1662,38,14,64,92093,1,13682,13112,21851,47006
1663,63,38,84,94607,4,12747,22712,27885,4956
1664,57,32,42,95070,3,12390,23469,42203,3616
1665,61,35,63,91605,1,14946,24495,32145,71256
1666,37,12,100,92735,3,10496,16445,17053,11355
1667,51,25,190,95138,2,13386,18076,31330,10215
1668,44,20,22,90024,1,14998,17155,27531,23462
1669,63,37,20,90066,1,13298,18968,30065,39951
1670,43,18,21,95037,2,13695,22751,39645,9937
1671,38,14,25,95135,4,11500,20847,19071,44433
1672,34,9,20,92648,4,12293,22559,26028,40840
1673,48,23,173,94546,3,11589,22479,40750,50073
1674,29,5,81,94115,2,14463,23651,44311,6601
1675,37,11,139,95814,2,11275,15957,44090,62759
1676,60,35,119,90266,2,14307,13914,28228,4831
1677,46,20,74,92821,4,11785,17809,28289,27999
1678,34,10,42,92173,1,13231,23711,42018,7389
1679,56,30,73,94035,2,14980,23312,41698,64648
1680,57,31,114,94590,4,11999,19922,28966,61735
1681,62,36,44,92093,2,11047,17442,44796,12319
1682,32,8,141,90005,2,10369,21494,20181,22991
1683,51,26,14,92182,2,13081,23358,33144,62451
1684,55,29,33,92660,2,12707,15160,42985,67379
1685,60,34,83,94028,2,14804,16458,19457,13681
1686,40,16,89,90011,4,11817,17762,19605,6814
1687,62,38,39,96003,4,12252,14812,35825,69959
1688,63,39,83,90025,3,11244,15650,26103,26464
1689,60,34,108,92152,2,10381,19705,21634,73868
1690,59,34,21,92028,3,13733,23292,26024,31812
1691,26,1,102,95521,1,12686,17414,16381,66967
1692,56,32,48,94117,1,11429,17131,21917,25580
1693,58,32,32,93014,3,12847,24185,31963,64008
1694,57,31,43,95616,1,13973,20679,23329,39558
1695,48,23,35,94025,4,11778,13004,38519,45192
1696,30,6,184,91911,1,14374,16233,26225,21294
1697,45,21,140,91024,2,13814,14394,38732,49639
1698,64,38,32,90065,3,13905,21479,17798,59798
1699,44,20,149,92121,1,10096,19404,31755,2831
1700,51,25,15,94720,4,10987,17709,30466,37654
1701,43,16,71,90089,3,13898,19458,26193,14442
1702,29,3,108,94304,4,11846,14567,24853,57950
1703,56,30,122,93555,2,12750,13357,25098,71976
1704,65,41,40,94542,3,11812,17618,19701,63550
1705,46,22,198,95521,2,10166,24074,33943,59941
1706,48,24,79,90245,4,14185,23765,27061,46690
1707,56,31,84,92672,1,14719,23875,29246,22678
1708,61,37,31,92374,3,12472,13019,44679,62252
1709,46,20,12,90250,4,11432,20352,21643,40220
1710,58,34,88,93555,2,12080,19951,29814,68388
1711,31,5,29,95405,2,12435,18046,30362,47092
1712,27,3,201,95819,1,12731,23126,32245,25459
1713,44,20,20,92780,1,11450,22145,42556,11340
1714,44,20,15,90405,1,10486,15209,28239,32741
1715,51,27,155,94720,2,10938,22851,28371,39303
1716,39,13,25,95370,3,11416,15145,44879,24951
1717,32,8,200,91330,2,13154,24994,26695,14552
1718,33,7,101,93727,1,12122,16369,17575,18484
1719,40,16,19,92028,4,11196,18624,43350,23787
1720,36,12,188,91304,2,13213,22646,29768,11369
1721,52,28,8,95060,1,10833,20713,19850,10678
1722,54,29,59,92867,2,11932,20315,37895,54548
1723,26,2,72,92647,4,10802,15213,23681,10255
1724,39,15,55,95821,1,11659,12675,23862,59333
1725,46,19,24,90025,3,11805,16051,29747,47631
1726,57,32,19,95348,1,12517,18377,26128,21959
1727,59,33,71,91335,2,13084,17903,32054,40125
1728,52,26,54,90049,2,10495,12631,16933,18402
1729,52,26,28,95405,1,14447,22224,37821,18947
1730,50,20,25,91320,4,13020,17309,16015,15703
1731,41,17,51,94402,2,14820,19451,42630,27367
1732,43,19,125,92122,3,12911,23949,34663,60524
1733,25,0,88,94566,2,10661,13868,22779,50974
1734,40,16,125,95125,2,12913,16947,29635,73076
1735,35,10,79,94720,4,11175,17044,19378,56563
1736,60,36,31,95051,3,10092,14578,30354,48770
1737,57,31,131,95133,2,12770,14791,19571,42404
1738,44,19,70,92399,1,13229,22460,31780,34378
1739,61,36,38,91129,3,13184,23635,30034,8716
1740,33,7,83,95211,1,11958,20965,26779,54745
1741,45,20,59,95008,1,12539,16005,35803,32290
1742,45,21,121,94066,1,10798,24426,30494,15558
1743,64,38,42,95929,2,13061,22023,21001,63088
1744,50,24,32,94701,4,13877,15277,29794,47592
1745,28,3,29,91105,4,13552,19289,40778,73873
1746,37,12,40,90065,2,11197,15350,42607,48088
1747,62,36,25,90740,3,10942,22067,37240,41172
1748,29,5,21,90717,4,13699,17573,23652,6511
1749,49,23,79,95819,3,12438,14046,20522,16631
1750,46,22,52,95814,2,13218,14284,28169,41551
1751,60,34,61,95521,4,13143,14241,17215,71856
1752,55,31,25,94720,2,13430,17741,22590,73172
1753,33,8,155,92717,1,14498,24369,22470,30360
1754,53,29,25,92008,2,11853,16709,29167,11508
1755,50,24,80,95616,4,11900,16197,21474,47264
1756,28,3,55,92647,4,14447,18660,21541,23259
1757,42,17,23,95053,2,10146,19165,18904,30270
1758,33,9,60,90630,1,12974,12563,35907,56786
1759,40,14,54,96003,2,14652,20680,20130,19398
1760,31,6,44,94720,4,14227,19863,26367,37322
1761,41,16,33,94309,4,10194,23736,36286,23698
1762,52,27,45,94720,2,11120,20968,26936,11332
1763,65,35,55,94526,4,12292,23033,43242,5785
1764,48,24,134,94105,1,11203,17691,29836,50297
1765,45,21,44,94596,3,10413,18580,27236,21829
1766,26,0,149,95051,2,12060,13515,28840,36286
1767,64,38,22,92697,2,10546,22131,39563,55613
1768,41,14,74,92691,3,12478,15973,43035,38955
1769,43,18,128,92093,4,13997,23088,31696,14084
1770,60,36,62,94061,4,14088,13896,44692,2793
1771,62,37,9,91320,1,11511,24843,34487,16112
1772,46,21,9,95023,2,11835,20597,31197,52115
1773,36,11,15,94720,2,14539,13126,35627,48338
1774,31,5,28,92037,4,11341,20072,38856,33019
1775,43,18,83,93109,3,13706,16141,23766,47331
1776,46,22,73,91360,1,12687,19565,17900,12263
1777,50,26,42,94080,4,11842,24791,44111,16973
1778,52,27,34,93117,2,13764,21230,44807,50593
1779,27,3,32,94710,3,13428,22169,28652,21897
1780,34,9,68,94720,1,12341,14581,30811,26690
1781,49,24,82,95051,1,13475,14331,22266,57001
1782,52,26,19,90650,2,11733,12917,28964,42563
1783,37,11,60,95825,2,13070,16966,35550,42438
1784,53,27,192,94720,1,10243,21132,30609,38979
1785,54,29,119,91355,3,11226,13972,32598,21948
1786,29,3,190,94080,2,13796,24893,19987,17602
1787,35,11,34,93117,1,13081,17687,40094,42879
1788,32,6,44,94608,4,13663,16112,17419,15077
1789,38,13,23,91116,4,13789,19968,43161,61597
1790,44,20,171,91330,4,13370,17533,42806,17474
1791,44,20,43,92124,1,13643,15406,17204,51108
1792,48,22,139,94309,1,14620,23139,28007,9766
1793,46,20,118,93009,1,14802,22829,37392,32788
1794,35,9,113,94596,3,14789,23995,31538,55342
1795,56,32,98,91355,3,14782,24163,26718,41706
1796,49,24,70,90024,1,11723,22920,20136,69177
1797,57,32,42,92831,2,14084,15230,34397,8049
1798,35,10,143,91365,1,10538,16722,40782,53152
1799,44,20,185,94086,3,14517,24581,39044,56336
1800,38,14,28,95821,4,14990,22300,38904,20491
1801,57,33,45,94080,3,14330,15587,27170,3581
1802,35,10,78,92121,1,10096,20930,22581,5840
1803,29,3,121,92806,2,13914,17821,23084,20776
1804,58,32,59,94542,1,10636,23002,39479,13700
1805,40,16,64,92661,4,10722,24748,42915,19336
1806,51,26,15,92373,2,11357,21767,21692,60132
1807,61,36,10,90740,1,10328,15764,16205,24120
1808,46,20,61,90036,2,11322,24957,18550,7182
1809,55,31,50,93010,4,11959,14674,23009,43877
1810,35,10,79,95045,4,13210,16020,23548,47636
1811,60,34,35,90025,1,10959,24100,37053,19731
1812,28,3,11,94534,4,10274,16722,21866,16502
1813,43,19,128,95054,1,12957,18827,16086,60526
1814,61,36,55,90033,3,12481,18466,33120,68381
1815,48,22,79,95747,3,12808,14079,39282,64210
1816,65,39,18,94923,2,10289,21962,41588,41663
1817,45,19,91,92373,2,12041,16784,31278,51459
1818,36,11,9,94604,4,10138,22293,17611,6770
1819,45,20,62,95818,2,12547,13374,18494,64864
1820,60,34,59,94110,1,10643,23754,24766,27031
1821,47,22,25,90404,1,13812,17915,28330,40353
1822,32,7,54,96008,4,10304,19930,35187,7251
1823,48,23,112,93014,1,10330,14432,23184,40513
1824,33,8,125,91320,1,11529,15129,35514,45434
1825,49,23,194,94022,4,12971,13127,33101,51993
1826,56,32,161,94720,1,11396,15057,39145,64292
1827,59,33,35,91105,1,10545,24868,38892,67320
1828,56,30,113,92704,2,11754,24687,19000,3317
1829,30,4,25,92123,2,14312,17382,30805,6391
1830,59,29,45,95630,3,11448,23666,32190,70425
1831,38,13,119,94571,2,14623,18729,41048,50852
1832,47,22,30,94118,4,11103,15391,24177,17516
1833,54,29,79,91330,4,14771,18822,19911,5380
1834,34,9,178,94303,1,14473,21640,23619,27363
1835,41,16,23,94143,2,11496,15079,31579,47610
1836,47,23,171,94546,2,13920,15315,21115,38514
1837,44,19,74,90041,4,14904,20400,17169,36469
1838,43,18,103,90089,3,11512,23560,38468,38252
1839,31,7,99,94720,1,10055,23510,32832,23888
1840,28,2,43,95616,4,10197,23474,29104,5106
1841,55,25,23,93106,4,14382,19467,42488,31811
1842,42,17,91,94583,1,13936,22195,26264,4237
1843,53,29,93,95051,1,14916,17702,42723,67067
1844,30,6,154,90230,1,14696,17184,17108,23647
1845,65,40,21,92717,3,14181,19751,30704,27124
1846,43,18,65,93065,2,12355,18040,42274,8075
1847,56,32,15,90089,1,12156,15290,34177,34174
1848,25,0,52,95126,3,13395,19498,22906,6483
1849,35,10,30,95032,3,11895,21076,41718,71107
1850,50,26,42,90630,1,12516,23182,18171,48956
1851,36,10,20,90033,4,10253,17608,33031,62498
1852,34,8,60,94015,4,14876,16124,31156,23842
1853,32,6,54,94596,4,11243,22601,35514,33031
1854,51,25,60,90401,4,14406,21293,20756,71188
1855,52,25,41,95403,3,13270,21502,42926,54382
1856,65,39,30,94304,3,12079,16053,41334,13788
1857,51,24,21,95014,2,12194,17690,33255,37101
1858,37,13,105,94066,1,12835,18196,39405,57275
1859,35,11,65,90747,3,13545,19619,18038,15932
1860,67,41,20,91741,2,12253,16151,21867,25938
1861,30,6,179,91103,3,14295,15307,35884,16908
1862,62,38,161,90274,1,11761,12540,37052,45747
1863,42,17,82,95616,1,14519,18053,34608,56937
1864,48,22,43,94588,1,14787,19896,36962,58850
1865,61,36,61,92103,2,12726,19101,16061,24388
1866,36,6,90,91342,4,10621,16483,21053,53433
1867,48,24,90,94523,1,11038,20906,44208,39457
1868,65,39,21,94553,2,13085,24172,33480,53505
1869,25,1,118,92833,1,14334,18556,38734,62611
1870,55,30,44,94025,2,14072,24022,44873,30584
1871,63,37,110,95032,1,14485,22675,26066,17852
1872,31,5,99,94065,4,12577,13079,38340,70932
1873,43,17,98,94402,3,14377,21720,44234,70436
1874,28,4,69,94538,3,11575,22579,41028,10504
1875,37,11,82,95819,3,13330,23970,36460,45788
1876,27,3,112,90066,3,12450,21636,33772,68422
1877,62,38,123,90210,1,14024,23657,22004,19661
1878,51,24,78,90037,1,10467,21435,36316,25447
1879,56,30,59,95833,3,11251,18814,34750,46222
1880,56,30,78,90401,3,13739,17425,35323,25834
1881,44,19,49,94720,4,13680,21310,23871,9153
1882,46,19,82,91365,3,10239,16141,15798,32710
1883,56,32,125,91330,3,14806,17795,32095,70834
1884,56,30,185,91711,1,10935,19838,28338,38784
1885,57,33,163,94132,1,13098,16517,20173,30671
1886,31,6,19,96001,4,12032,21222,25547,71373
1887,65,41,115,94105,4,10738,20477,24615,10947
1888,31,7,81,95006,2,13387,21876,21683,13963
1889,36,10,93,94305,1,10814,19350,43137,42661
1890,56,30,111,93106,4,10509,21692,20637,6175
1891,52,27,184,90630,1,14406,20397,25488,12632
1892,42,18,50,95126,4,11355,23737,15770,63553
1893,55,30,55,94110,3,12895,23897,32479,3654
1894,49,24,13,94608,1,10578,17207,17323,62989
1895,51,25,29,94303,4,10477,16555,25413,11893
1896,26,2,72,95003,4,14780,17893,43456,18053
1897,32,7,83,94304,1,14137,15493,15505,66090
1898,54,29,98,93065,1,13678,23567,19280,17759
1899,50,24,43,95630,4,10009,16583,41773,34177
1900,59,33,34,94115,1,10434,19758,34139,27448
1901,61,36,10,91365,4,13867,19699,27300,24446
1902,43,19,201,94305,2,12727,17226,28253,70181
1903,39,14,85,94005,3,14242,23780,29550,15785
1904,56,26,50,90095,3,10422,16199,20377,6912
1905,38,14,91,95060,2,13198,19159,19604,3407
1906,25,-1,112,92507,2,11111,22034,33337,32194
1907,42,17,98,92866,2,14975,15414,32625,68257
1908,42,18,115,93711,1,11652,18700,25559,17771
1909,50,26,22,92037,4,11170,19661,28521,24964
1910,56,30,101,90048,3,14541,18504,29537,67174
1911,43,18,83,95616,2,14185,18070,15544,40313
1912,60,35,52,94709,3,12256,21274,29618,27119
1913,42,16,191,94304,3,13486,16445,41906,22878
1914,57,33,134,92110,4,14967,17152,19139,18414
1915,48,24,54,95616,1,11611,17431,20634,70583
1916,37,11,69,91911,3,11680,12955,19991,70390
1917,57,32,64,95138,3,14674,20938,41079,13783
1918,62,32,53,96001,4,13229,16166,41296,15222
1919,39,9,118,93555,2,13413,17201,41522,40501
1920,38,13,19,92069,2,11528,18141,37409,65293
1921,54,28,31,92130,2,12355,19166,18899,26361
1922,45,21,63,95621,1,11568,22564,25063,66551
1923,39,15,25,93023,1,12631,22375,41117,3077
1924,45,19,22,90639,1,14125,22914,25808,5330
1925,62,38,78,92009,1,10990,21206,22774,18517
1926,43,19,81,90245,1,13655,17393,26009,30705
1927,30,6,41,90095,1,13129,15783,35028,47041
1928,35,10,62,93106,3,10128,16627,18523,51622
1929,58,34,35,94122,1,11869,13450,20776,72332
1930,44,19,30,94501,1,13308,14546,29787,55231
1931,56,29,51,94080,3,12853,23734,27595,69838
1932,28,2,140,92122,2,10488,23012,25038,57964
1933,64,39,73,90073,3,11375,17518,28298,67702
1934,63,39,40,91311,4,13676,24355,32418,26052
1935,44,20,69,95814,1,14786,14237,33837,36922
1936,34,9,191,94086,1,11480,13864,24474,31001
1937,50,24,82,90291,3,10527,15952,42503,3072
1938,51,25,181,95051,1,11227,24765,19784,41913
1939,30,4,38,90245,1,14699,14573,30572,6409
1940,55,31,23,94122,2,14562,16050,36050,57459
1941,57,33,55,92630,1,10590,13292,39288,50467
1942,43,19,58,95307,2,13553,14678,16147,41582
1943,61,36,29,90210,2,13874,24017,17295,49786
1944,49,23,39,95521,4,10296,13970,34107,38749
1945,52,28,39,90095,3,12109,23863,26041,44674
1946,57,33,30,93106,3,11632,13306,16230,29629
1947,53,23,58,94720,4,12276,19756,16053,11127
1948,52,28,62,94111,1,12683,14994,36845,69773
1949,39,15,62,93955,4,13083,14919,34132,35403
1950,58,34,19,90504,1,10930,13844,39175,39406
1951,36,12,38,94109,1,13298,21981,38628,66602
1952,45,21,84,94550,4,11762,21933,17719,33467
1953,30,5,78,92037,1,11084,23017,36876,34032
1954,49,25,22,90058,4,11386,24189,34401,29134
1955,44,20,81,90245,4,10063,22733,31704,52915
1956,43,17,32,90401,3,13553,19612,21487,3078
1957,42,18,89,94539,4,14076,15108,32586,53169
1958,29,4,121,90028,2,14161,19515,23627,51219
1959,28,2,42,95762,1,10455,17462,18992,55343
1960,50,24,130,95833,1,11964,19373,33652,40288
1961,44,19,30,95616,4,10339,21546,23834,20232
1962,52,26,114,94304,1,12754,16160,24977,48577
1963,28,4,155,90019,1,13501,20784,31350,35544
1964,62,38,50,94539,2,12545,15932,27067,41648
1965,34,10,34,95060,1,14414,13223,34654,33010
1966,45,20,94,90095,3,12955,15923,42312,67412
1967,52,26,114,91330,2,13463,23651,16960,26483
1968,43,18,89,94303,3,12636,20477,36194,23319
1969,54,24,49,91801,1,13178,17111,44115,3276
1970,64,38,115,94105,1,14928,14754,31088,23431
1971,27,3,148,92780,1,10014,20628,42444,53990
1972,42,17,72,95616,4,11714,17128,34980,22360
1973,28,2,114,94606,4,14269,13471,16570,21478
1974,47,22,11,92192,2,11623,19596,41183,15546
1975,39,13,63,90095,4,13176,15592,24463,31785
1976,29,3,113,94132,2,14532,22008,25027,39265
1977,39,13,80,95616,2,12812,21418,43265,71268
1978,41,15,54,94303,3,10614,22147,35262,7571
1979,37,11,32,94612,2,10255,14530,40974,69156
1980,41,17,11,91330,1,12923,17548,41181,18580
1981,45,19,141,94706,1,12051,19938,36070,32257
1982,52,26,84,91768,3,11416,13285,20415,49395
1983,58,33,18,94701,3,13911,22696,29128,57920
1984,31,5,20,94720,2,14995,14447,23298,9809
1985,26,1,55,92630,4,13842,18802,27764,40271
1986,31,7,31,94920,4,12308,24540,39850,21971
1987,42,17,114,90065,2,10593,17590,26675,12824
1988,56,31,52,94118,3,12809,22250,36938,64345
1989,52,28,18,91301,1,11118,13090,34528,54152
1990,59,35,55,90274,1,14704,15626,26546,10335
1991,32,8,29,92807,1,12032,19267,28291,74642
1992,46,22,30,90747,3,11536,24419,27776,63465
1993,52,28,38,94302,2,11407,13839,29715,39216
1994,30,5,122,94545,2,14135,14871,17358,63153
1995,32,8,183,94080,1,14157,12557,31769,47881
1996,35,11,41,94720,1,14500,17523,32492,14844
1997,49,24,38,94305,1,13135,20492,22427,37396
1998,54,30,61,92093,1,10010,24640,23574,58539
1999,56,32,103,94111,3,12818,17229,41374,7825
2000,48,22,80,93940,2,14500,24205,22957,23244
2001,28,2,22,95670,1,10031,13509,37537,20310
2002,44,17,128,94928,2,11390,14314,23512,66631
2003,30,4,142,92126,3,13936,14151,39849,74404
2004,44,20,124,90277,1,12291,13494,27398,49884
2005,30,4,44,92704,1,13180,22602,43969,59075
2006,47,23,170,90254,2,13159,13867,42769,67009
2007,64,39,75,94720,4,12260,18300,27146,5822
2008,48,21,78,94010,3,13113,22249,40313,42090
2009,63,38,31,92037,1,10330,17620,44418,36070
2010,25,0,99,92735,1,11158,16628,35706,73715
2011,61,36,41,96001,2,12753,17947,34885,55419
2012,46,21,39,92507,4,11724,18043,15705,25073
2013,57,31,51,93943,1,12951,12641,32031,16569
2014,40,15,52,92691,3,11011,12994,44799,29649
2015,49,19,169,95054,3,11708,23526,32811,8192
2016,30,5,141,95747,1,10503,14203,44782,56182
2017,41,17,93,92835,4,13105,19280,19682,24700
2018,42,15,14,92064,3,13626,20066,30933,70671
2019,63,39,160,90089,2,11127,14567,24211,71681
2020,43,17,44,94611,1,13746,16894,33010,26159
2021,59,34,33,94303,3,14658,20160,26059,28582
2022,46,20,103,91380,4,10587,20487,26688,55172
2023,33,3,71,93561,4,14524,13705,24203,36537
2024,55,29,55,94720,1,14499,14681,27981,21802
2025,36,12,113,94305,4,11501,20366,28559,38670
2026,47,20,79,94720,3,14993,14648,28118,74855
2027,59,33,80,93907,2,10313,15494,34227,47989
2028,38,12,179,94596,2,12902,12854,23773,5028
2029,42,17,9,91710,2,14455,23540,23327,58888
2030,30,3,61,92152,4,12537,23878,28467,59272
2031,63,38,111,95814,2,10141,17341,33766,35220
2032,60,35,80,94608,3,12257,18001,16459,19631
2033,62,37,32,90266,3,13244,20031,25267,56968
2034,49,23,83,92126,1,14082,20774,33650,45570
2035,59,33,91,92821,4,14061,14983,25913,54192
2036,36,10,29,93065,4,10751,17795,22697,19017
2037,46,19,19,94305,3,10516,17304,39401,51118
2038,35,8,52,95616,2,14245,18956,26273,10627
2039,50,24,150,94551,1,12221,23407,31359,65458
2040,51,25,32,91605,2,13075,14346,35222,53399
2041,41,16,91,94720,3,11134,24938,31664,62141
2042,45,20,180,95403,3,11050,15708,42823,13012
2043,41,17,121,94102,1,13872,15653,38658,72122
2044,57,32,25,90049,2,11943,19116,30302,3320
2045,51,25,102,92677,1,12094,15732,17009,68482
2046,52,28,44,95051,4,14047,22241,30519,9413
2047,43,16,161,95134,3,13771,24315,21813,6821
2048,63,38,134,90640,3,14906,15873,44625,40517
